s,n,alpha,v,v_comm,delta
5.164832945023054,0.09858636829624563,-0.06870526476167071,0.5717947028590528,0.5722582955086007,0.15305828800235016
5.169904140603141,0.09862081073777952,-0.06831770915856714,0.5683121610340262,0.568832994007304,0.15168791530450784
5.174944102587039,0.09865387490708612,-0.06795671256527028,0.5652657638648679,0.5658366685297129,0.1504290394154236
5.180021036747407,0.09868414132199638,-0.06763089755392235,0.5564140040277806,0.5571303994360605,0.1484019031052254
5.184847716283192,0.09871541743163367,-0.06731418803210105,0.5647783070688774,0.565357223750693,0.14886820593760866
5.189896817069225,0.09874573412085814,-0.06701339722663222,0.5582653308355785,0.5589512971630433,0.14722527636312324
5.194931307394171,0.0987725650237392,-0.06675184138530353,0.5485146795853877,0.5493609111624258,0.14517118657060973
5.199708008617597,0.09880010210674439,-0.06649749264333112,0.5556833908548389,0.5564117948865362,0.14561798743575088
5.204554178299241,0.09882971332585147,-0.06623540922824647,0.5617125317059333,0.5623418385860768,0.14584267603429035
5.209602886704478,0.09885752853431616,-0.06599602276012723,0.5530635483475914,0.5538350130632267,0.14400349400655194
5.214682027090784,0.09887958572371662,-0.0658111970847291,0.5356675996763731,0.5367249905301235,0.14092220244925718
5.219479189657536,0.09889870795017192,-0.06565764097664999,0.5322160185797714,0.5333301408754654,0.13999737923119052
5.224206975234157,0.0989174887822865,-0.06551259711570709,0.5325272325343059,0.5336362396041835,0.1396760682490367
5.228936048432249,0.09893625817473062,-0.06537290071921639,0.5329351859121466,0.5340374877118679,0.1393778534892819
5.233663239113834,0.09895513855167434,-0.06523736704735382,0.5337772874422808,0.5348657481549409,0.13915232573367883
5.238311532098352,0.09897625238394425,-0.06508876231995081,0.5420090553104435,0.5429622156929378,0.1400172305969628
5.243213112043433,0.09899551384185881,-0.06496118301062193,0.5335159751977187,0.5346087309332692,0.13837010859759338
5.2479503975915645,0.09901392161709556,-0.06484429004365017,0.5338805366212763,0.5349673002926086,0.13810177797650217
5.252734173098588,0.09903121550705568,-0.06474080396757434,0.530463229012148,0.5316061607939186,0.13727476722595708
5.257454263238867,0.09904801884623995,-0.06464456787814728,0.5303239459792387,0.5314691670674951,0.13697257621020445
5.262063673737211,0.09906729391283141,-0.06453131096141536,0.5395687175200896,0.540561988181448,0.13806683542949805
5.266874609299007,0.09908647704744306,-0.06442453482793908,0.5375213109395706,0.5385482335199094,0.13743983058312573
5.271589752587576,0.09910667055981527,-0.06431271712897048,0.5425211525740677,0.5434658959390654,0.1378615319631441
5.276231746359041,0.09913080312362844,-0.06417283956458907,0.5575331057103485,0.5582311071545678,0.13948026435805283
5.2810562640816165,0.09915762903384782,-0.06401858536483196,0.5670534103497448,0.5675949326048507,0.1400272031960829
5.286063822981724,0.09918464148651225,-0.06387082638538631,0.5663450274897122,0.5668981929829976,0.1393839721508372
5.291147240884506,0.09920928075622375,-0.0637485361648181,0.5577887615321322,0.5584825609239898,0.13789153393163986
5.296134937521269,0.09923138847163783,-0.0636497691303875,0.552214717419403,0.5530001338271386,0.1367979860597799
5.300992190029273,0.09925308557994934,-0.06355613488728064,0.5547900585956982,0.5555331457592624,0.13670095973294544
5.3058046878163,0.09927636117078172,-0.0634527241813453,0.5633974678635457,0.5639990805182871,0.13727406900157316
5.310845687493937,0.09929846868085727,-0.06336630502380869,0.5568069722089357,0.5575169086467165,0.13609704324778285
5.31575981519621,0.09931963259566674,-0.06328847991920657,0.5574412407389424,0.5581407521084158,0.1357957016788651
5.320668306101604,0.09934072050223308,-0.06321411447198405,0.559070921985652,0.5597436473214343,0.13561847112579278
5.3255292330638815,0.09936301622124538,-0.06313204566819576,0.566386670795939,0.5669391518238757,0.13607083313236798
5.330423870826449,0.09938739917730582,-0.06303707612944592,0.5761327826785804,0.576525073067436,0.1367253103595487
5.335410844115051,0.0994137235499169,-0.0629321067081603,0.5846162167698951,0.5848690703510049,0.1371680552214996
5.340456261152251,0.09944203314571673,-0.06281660807910311,0.5942212341702661,0.5943162161925094,0.13765159571943117
5.345546299880129,0.0993701667504934,-0.06350647686912585,0.5994344507694697,0.5978617686306923,0.09780742181032337
5.350936921700825,0.09939355432445454,-0.06341231504585468,0.5850835986277587,0.5853287701503762,0.13827602448473192
5.355937445737572,0.09942274048156442,-0.06326766999694126,0.5996877969895691,0.5996929285971407,0.1392077813059687
5.361244860087277,0.09945201234697676,-0.0631365222799236,0.5944619906377672,0.594553015498724,0.1381270180706167
5.366406878348287,0.09934683411262599,-0.0640814086019433,0.5979727799577065,0.5975639838893109,0.08443515053535963
5.371553224271639,0.09915563685384722,-0.06567725643852032,0.5977094332158446,0.595690064198248,0.05114679216297007
5.376873379508313,0.09918219436158872,-0.06547086736228522,0.5894230008798231,0.5895968484085389,0.14466658883054637
